aarónico, ca=cat: A;source: ;
ne=cat: ;source: ;
necear=cat: VI;source: ;
necedad=cat: F;source: ;
necesariamente=cat: R;source: ;
necesario, ria=cat: A,R,F;source: ;
neceser=cat: M;source: ;
necesidad=cat: F,LAdv,LAdj;source: ;
necesitado, da=cat: A;source: ;
necesitar=cat: VI,VT;source: ;
neciamente=cat: R;source: ;
necio, cia=cat: A,LAdv;source: ;
nécora=cat: F;source: ;
necro-=cat: ;source: ;
necrodactilar=cat: A;source: ;
necrofagia=cat: F;source: ;
necrófago, ga=cat: A;source: ;
necrofilia=cat: F;source: ;
necrofílico, ca=cat: A;source: ;
necrófilo, la=cat: A;source: ;
necróforo, ra=cat: A;source: ;
necrolatría=cat: F;source: ;
necrología=cat: F;source: ;
necrológico, ca=cat: A;source: ;
necromancia o necromancía=cat: F;source: ;
necrópolis=cat: F;source: ;
necropsia=cat: F;source: ;
necrópsico, ca=cat: A;source: ;
necrosar=cat: VT;source: ;
necroscopia=cat: F;source: ;
necroscópico, ca=cat: A;source: ;
necrosis=cat: F;source: ;
necrótico, ca=cat: A;source: ;
néctar=cat: M;source: ;
nectáreo, a=cat: A;source: ;
nectarina=cat: A,F;source: ;
nectarino, na=cat: A;source: ;
nectario=cat: M;source: ;
necton=cat: M;source: ;
nectónico, ca=cat: A;source: ;
neerlandés, sa=cat: A,M;source: ;
nefandamente=cat: R;source: ;
nefandario, ria=cat: A;source: ;
nefando, da=cat: A;source: ;
nefariamente=cat: R;source: ;
nefario, ria=cat: A;source: ;
nefasto, ta=cat: A;source: ;
nefelibata=cat: A;source: ;
nefelismo=cat: M;source: ;
nefelometría=cat: F;source: ;
nefelómetro=cat: M;source: ;
nefr-=cat: ;source: ;
nefrectomía=cat: F;source: ;
nefrítico, ca=cat: A,M;source: ;
nefritis=cat: F;source: ;
nefro-=cat: ;source: ;
nefrología=cat: F;source: ;
nefrológico, ca=cat: A;source: ;
nefrólogo, ga=cat: MF;source: ;
nefropatía=cat: F;source: ;
nefrosis=cat: F;source: ;
nefrótico, ca=cat: A;source: ;
negable=cat: A;source: ;
negación=cat: F;source: ;
negado, da=cat: A;source: ;
negador, ra=cat: A;source: ;
negamiento=cat: M;source: ;
negar=cat: VT,VP;source: ;
negativa=cat: A,F;source: ;
negativamente=cat: R;source: ;
negatividad=cat: F;source: ;
negativo, va=cat: A;source: ;
negatrón=cat: M;source: ;
negligencia=cat: F;source: ;
negligente=cat: A;source: ;
negligentemente=cat: R;source: ;
negociable=cat: A;source: ;
negociación=cat: F;source: ;
negociado=cat: M;source: ;
negociador, ra=cat: A;source: ;
negocianta=cat: F;source: ;
negociante=cat: A;source: ;
negociar=cat: VI,VT;source: ;
negocio=cat: M;source: ;
negocioso, sa=cat: A;source: ;
negozuelo=cat: M;source: ;
negrada=cat: F;source: ;
negraje=cat: M;source: ;
negral=cat: A,M;source: ;
negramenta=cat: F;source: ;
negramentazón=cat: F;source: ;
negrear=cat: VI,VT;source: ;
negrecer=cat: VI;source: ;
negregar=cat: VI;source: ;
negreguear=cat: VI;source: ;
negregura=cat: F;source: ;
negrería=cat: F;source: ;
negrero, ra=cat: A,MF;source: ;
negrestino, na=cat: A;source: ;
negreta=cat: F;source: ;
negrete=cat: M;source: ;
negrilla=cat: F;source: ;
negrillera=cat: F;source: ;
negrillo=cat: M;source: ;
negrismo=cat: M;source: ;
negrito, ta=cat: A,M,F;source: ;
negritud=cat: F;source: ;
negrizco, ca=cat: A;source: ;
negrófilo, la=cat: MF;source: ;
negro, gra=cat: A,MF,M,F,LAdv,LAdj;source: ;
negroide=cat: A;source: ;
negror=cat: M;source: ;
negrota=cat: F;source: ;
negrumo=cat: M;source: ;
negrura=cat: F;source: ;
negruzco, ca=cat: A;source: ;
neguijón=cat: M;source: ;
neguilla=cat: F;source: ;
neguillón=cat: M;source: ;
negundo=cat: M;source: ;
negus=cat: M;source: ;
neibero, ra=cat: A;source: ;
neis=cat: M;source: ;
néisico, ca=cat: A;source: ;
neivano, na=cat: A;source: ;
nejayote=cat: M;source: ;
nejo, ja=cat: A,F;source: ;
neldo=cat: M;source: ;
neles=cat: R;source: ;
nelumbio=cat: M;source: ;
nelumbo=cat: M;source: ;
nema=cat: F;source: ;
nematelminto=cat: A,M;source: ;
nematócero=cat: A,M;source: ;
nematodo=cat: A,M;source: ;
nembrar=cat: VT;source: ;
neme=cat: M;source: ;
nemeo, a=cat: A;source: ;
némine discrepante=cat: LAdv;source: ;
nemon=cat: M;source: ;
nemónico, ca=cat: A,F;source: ;
nemoroso, sa=cat: A;source: ;
nemotecnia=cat: F;source: ;
nemotécnico, ca=cat: A,F;source: ;
nen=cat: ;source: ;
neneco, ca=cat: A;source: ;
nene, na=cat: MF,M;source: ;
neneque=cat: M;source: ;
nenia=cat: F;source: ;
nenúfar=cat: M;source: ;
neocatolicismo=cat: M;source: ;
neocatólico, ca=cat: A;source: ;
neoclasicismo=cat: M;source: ;
neoclásico, ca=cat: A;source: ;
neocolonialismo=cat: M;source: ;
neocriticismo=cat: M;source: ;
neodarwinismo=cat: M;source: ;
neodimio=cat: M;source: ;
neoespartano, na=cat: A;source: ;
neófito, ta=cat: MF;source: ;
neógeno, na=cat: A;source: ;
neogranadino, na=cat: A;source: ;
neokantiano, na=cat: A;source: ;
neokantismo=cat: M;source: ;
neolatín=cat: M;source: ;
neolatino, na=cat: A;source: ;
neolector, ra=cat: MF;source: ;
neoleonés, sa=cat: A;source: ;
neoliberal=cat: A;source: ;
neoliberalismo=cat: M;source: ;
neolítico, ca=cat: A;source: ;
neológico, ca=cat: A;source: ;
neologismo=cat: M;source: ;
neólogo, ga=cat: MF;source: ;
neomejicano, na=cat: A;source: ;
neomenia=cat: F;source: ;
neomexicano, na=cat: A;source: ;
neonatal=cat: A;source: ;
neonatología=cat: F;source: ;
neonatológico, ca=cat: A;source: ;
neonatólogo, ga=cat: MF;source: ;
neonato, ta=cat: MF;source: ;
neonazi=cat: A;source: ;
neonazismo=cat: M;source: ;
neón=cat: M;source: ;
neoplasia=cat: F;source: ;
neoplásico, ca=cat: A;source: ;
neoplatonicismo=cat: M;source: ;
neoplatónico, ca=cat: A;source: ;
neoplatonismo=cat: M;source: ;
neopositivismo=cat: M;source: ;
neopositivista=cat: A;source: ;
neopreno=cat: M;source: ;
neoráceo, a=cat: A;source: ;
neorama=cat: M;source: ;
neorrealismo=cat: M;source: ;
neorrealista=cat: A;source: ;
neotenia=cat: F;source: ;
neotérico, ca=cat: A;source: ;
neotestamentario, ria=cat: A;source: ;
neoyorquino, na=cat: A;source: ;
neozelandés, sa=cat: A;source: ;
nepalés, sa=cat: A;source: ;
nepe=cat: M;source: ;
nepentáceo, a=cat: A,F;source: ;
nepente=cat: M;source: ;
neperiano, na=cat: ;source: ;
nepote=cat: M;source: ;
nepotismo=cat: M;source: ;
nepotista=cat: A;source: ;
neptúneo, a=cat: A;source: ;
neptuniano, na=cat: A;source: ;
neptúnico, ca=cat: A;source: ;
neptunio=cat: M;source: ;
neptunismo=cat: M;source: ;
neptunista=cat: A;source: ;
Neptuno=cat: M;source: ;
nequáquam=cat: R;source: ;
nequicia=cat: F;source: ;
ne quid nimis=cat: ;source: ;
nereida=cat: F;source: ;
nerita=cat: F;source: ;
nerítico, ca=cat: A;source: ;
neroli o nerolí=cat: M;source: ;
nerón=cat: M;source: ;
neroniano, na=cat: A;source: ;
nervadura=cat: F;source: ;
nérveo, a=cat: A;source: ;
nervezuelo=cat: M;source: ;
nerviar=cat: VT;source: ;
nervino, na=cat: A;source: ;
nervio=cat: M;source: ;
nerviosamente=cat: R;source: ;
nerviosidad=cat: F;source: ;
nerviosismo=cat: M;source: ;
nervioso, sa=cat: A;source: ;
nervosamente=cat: R;source: ;
nervosidad=cat: F;source: ;
nervoso, sa=cat: A;source: ;
nervudo, da=cat: A;source: ;
nervura=cat: F;source: ;
nescedad=cat: F;source: ;
nesciencia=cat: F;source: ;
nesciente=cat: A;source: ;
nescientemente=cat: R;source: ;
nescio, cia=cat: A;source: ;
nesga=cat: F;source: ;
nesgado, da=cat: A;source: ;
nesgar=cat: VT;source: ;
néspera=cat: F;source: ;
néspilo=cat: M;source: ;
nesquisa=cat: F;source: ;
nesquisar=cat: VT;source: ;
nestóreo, a=cat: A;source: ;
nestorianismo=cat: M;source: ;
nestoriano, na=cat: A;source: ;
netáceo, a=cat: A;source: ;
netamente=cat: R;source: ;
netezuelo, la=cat: M;source: ;
neto, ta=cat: A,M,LAdv;source: ;
neumático, ca=cat: A,M,F;source: ;
neumo-=cat: ;source: ;
neumococo=cat: M;source: ;
neumoconiosis=cat: F;source: ;
neumogástrico=cat: M;source: ;
neumología=cat: F;source: ;
neumológico, ca=cat: A;source: ;
neumólogo, ga=cat: MF;source: ;
neumonía=cat: F;source: ;
neumónico, ca=cat: A;source: ;
neumonitis=cat: F;source: ;
neumopatía=cat: F;source: ;
neumotórax=cat: M;source: ;
neuquino, na=cat: A;source: ;
neural=cat: A;source: ;
neuralgia=cat: F;source: ;
neurálgico, ca=cat: A;source: ;
neurastenia=cat: F;source: ;
neurasténico, ca=cat: A;source: ;
neurisma=cat: F;source: ;
neurita=cat: F;source: ;
neuritis=cat: F;source: ;
neuroanatomía=cat: F;source: ;
neuroanatómico, ca=cat: A;source: ;
neuroanatomista=cat: ;source: ;
neurobiología=cat: F;source: ;
neurobiológico, ca=cat: A;source: ;
neurobiólogo, ga=cat: MF;source: ;
neuro-=cat: ;source: ;
neurociencia=cat: F;source: ;
neurocirugía=cat: F;source: ;
neurocirujano, na=cat: MF;source: ;
neurodegenerativo, va=cat: A;source: ;
neuroembriología=cat: F;source: ;
neuroembriólogo, ga=cat: MF;source: ;
neuroendocrinología=cat: F;source: ;
neuroendocrino, na=cat: A;source: ;
neuroepidemiología=cat: F;source: ;
neuroepitelio=cat: M;source: ;
neuroesqueleto=cat: M;source: ;
neurofisiología=cat: F;source: ;
neuroglia=cat: F;source: ;
neuroléptico, ca=cat: A;source: ;
neurología=cat: F;source: ;
neurológico, ca=cat: A;source: ;
neurólogo, ga=cat: MF;source: ;
neuroma=cat: M;source: ;
neurona=cat: F;source: ;
neuronal=cat: A;source: ;
neurópata=cat: ;source: ;
neuropatía=cat: F;source: ;
neuróptero=cat: A,M;source: ;
neurosis=cat: F;source: ;
neurótico, ca=cat: A;source: ;
neurotomía=cat: F;source: ;
neurótomo=cat: M;source: ;
neurotóxico, ca=cat: A;source: ;
neurotransmisor, ra=cat: A;source: ;
neurovegetativo, va=cat: A;source: ;
neuston=cat: M;source: ;
neutle=cat: M;source: ;
neutral=cat: A;source: ;
neutralidad=cat: F;source: ;
neutralismo=cat: M;source: ;
neutralista=cat: A;source: ;
neutralizable=cat: A;source: ;
neutralización=cat: F;source: ;
neutralizador, ra=cat: A;source: ;
neutralizante=cat: A;source: ;
neutralizar=cat: VT,VP;source: ;
neutrino=cat: M;source: ;
neutrón=cat: M;source: ;
neutrónico, ca=cat: A;source: ;
neutro, tra=cat: A;source: ;
nevadilla=cat: F;source: ;
nevado, da=cat: A,M,F;source: ;
nevar=cat: VI,VT;source: ;
nevasca=cat: F;source: ;
nevatilla=cat: F;source: ;
nevazo=cat: M;source: ;
nevazón=cat: F;source: ;
nevera=cat: F;source: ;
nevereta=cat: F;source: ;
nevería=cat: F;source: ;
nevero=cat: M;source: ;
nevisca=cat: F;source: ;
neviscar=cat: VI;source: ;
neviza=cat: F;source: ;
nevo=cat: M;source: ;
nevoso, sa=cat: A;source: ;
nevus=cat: M;source: ;
newton=cat: M;source: ;
newtoniano, na=cat: A;source: ;
nexo=cat: M;source: ;
nía=cat: F;source: ;
nial=cat: M;source: ;
niara=cat: F;source: ;
niazo=cat: M;source: ;
nibelungo, ga=cat: A;source: ;
nicaragua=cat: F;source: ;
nicaraguanismo=cat: M;source: ;
niceno, na=cat: A;source: ;
niche=cat: A;source: ;
nicho=cat: M;source: ;
nicle=cat: M;source: ;
nicociana=cat: F;source: ;
nícol=cat: M;source: ;
nicomediense=cat: A;source: ;
nicótico, ca=cat: A;source: ;
nicotina=cat: F;source: ;
nicotinismo=cat: M;source: ;
nicotismo=cat: M;source: ;
nictagináceo, a=cat: A,F;source: ;
nictagíneo, a=cat: A;source: ;
nictálope=cat: A;source: ;
nictalopía=cat: F;source: ;
nictémero, ra=cat: A,M;source: ;
nictímero=cat: M;source: ;
nictitante=cat: ;source: ;
nidada=cat: F;source: ;
nidal=cat: M;source: ;
nidificar=cat: VI;source: ;
nidio, dia=cat: A;source: ;
nido=cat: M;source: ;
nidrio, dria=cat: A;source: ;
niebla=cat: F;source: ;
niego=cat: ;source: ;
nielado=cat: M;source: ;
nielar=cat: VT;source: ;
niel=cat: M;source: ;
niervo=cat: M;source: ;
niéspera=cat: F;source: ;
niéspero=cat: M;source: ;
niéspola=cat: F;source: ;
nietastro, tra=cat: MF;source: ;
nieto, ta=cat: MF;source: ;
nietzscheano, na=cat: A;source: ;
nieve=cat: F;source: ;
nigeriano, na=cat: A;source: ;
nigerino, na=cat: A;source: ;
nigérrimo, ma=cat: A;source: ;
nigola=cat: F;source: ;
nigromancia o nigromancía=cat: F;source: ;
nigromante=cat: ;source: ;
nigromántico, ca=cat: A,MF;source: ;
nigua=cat: F;source: ;
nihilidad=cat: F;source: ;
nihilismo=cat: M;source: ;
nihilista=cat: A;source: ;
níhil óbstat=cat: M;source: ;
nilad=cat: M;source: ;
nilón=cat: M;source: ;
nimbar=cat: VT;source: ;
nimbo=cat: M;source: ;
nimiamente=cat: R;source: ;
nimiedad=cat: F;source: ;
nimio, mia=cat: A;source: ;
nin=cat: ;source: ;
ninfa=cat: F;source: ;
ninfea=cat: M;source: ;
ninfeáceo, a=cat: A,F;source: ;
ninfo=cat: M;source: ;
ninfómana=cat: F;source: ;
ninfomanía=cat: F;source: ;
ninfomaníaco, ca=cat: A;source: ;
ningún=cat: A;source: ;
ningunear=cat: VT;source: ;
ninguneo=cat: M;source: ;
ninguno, na=cat: A,P;source: ;
ninivita=cat: A;source: ;
ninot=cat: M;source: ;
niñada=cat: F;source: ;
niñear=cat: VI;source: ;
niñería=cat: F;source: ;
niñero, ra=cat: A,F;source: ;
niñeta=cat: F;source: ;
niñez=cat: F;source: ;
niño, ña=cat: A,MF,M,F,LAdv;source: ;
niobio=cat: M;source: ;
nioto=cat: M;source: ;
nipa=cat: F;source: ;
nipis=cat: M;source: ;
nipón, na=cat: A;source: ;
nipos=cat: M;source: ;
niquelado=cat: M;source: ;
niquelador, ra=cat: MF;source: ;
niqueladura=cat: F;source: ;
niquelar=cat: VT;source: ;
níquel=cat: M;source: ;
niquelina=cat: F;source: ;
niqui=cat: M;source: ;
niquira=cat: A;source: ;
niquiscocio=cat: M;source: ;
niquitoso, sa=cat: A;source: ;
nirvana=cat: M;source: ;
nisayo=cat: M;source: ;
níscalo=cat: M;source: ;
niscome=cat: M;source: ;
níspera=cat: F;source: ;
níspero=cat: M;source: ;
níspola=cat: F;source: ;
nispolero=cat: M;source: ;
nisquear=cat: VT;source: ;
nistagmo=cat: M;source: ;
nistayol=cat: M;source: ;
nistayolero=cat: M;source: ;
niste=cat: A;source: ;
nitaíno=cat: M;source: ;
nitidez=cat: F;source: ;
nítido, da=cat: A;source: ;
nito=cat: M;source: ;
nitor=cat: M;source: ;
nitración=cat: F;source: ;
nitrado, da=cat: A;source: ;
nitrador=cat: M;source: ;
nitral=cat: M;source: ;
nitrar=cat: VT;source: ;
nitrato=cat: M;source: ;
nitrería=cat: F;source: ;
nítrico, ca=cat: A;source: ;
nitrito=cat: M;source: ;
nitrobenceno=cat: M;source: ;
nitrobencina=cat: F;source: ;
nitro=cat: M;source: ;
nitrocelulosa=cat: F;source: ;
nitrocompuesto=cat: M;source: ;
nitroformo=cat: M;source: ;
nitrogelatina=cat: F;source: ;
nitrogenado, da=cat: A;source: ;
nitrógeno=cat: M;source: ;
nitroglicerina=cat: F;source: ;
nitroglicol=cat: M;source: ;
nitrosidad=cat: F;source: ;
nitroso, sa=cat: A;source: ;
nivelación=cat: F;source: ;
nivelador, ra=cat: A;source: ;
nivelar=cat: VT;source: ;
nivel=cat: M,LAdv;source: ;
níveo, a=cat: A;source: ;
nivoso, sa=cat: A,M;source: ;
nixquear=cat: VT;source: ;
nixtamal=cat: M;source: ;
nixtamalero=cat: M;source: ;
nixte=cat: A;source: ;
nizardo, da=cat: A;source: ;
nobel=cat: M;source: ;
nobelio=cat: M;source: ;
nobiliario, ria=cat: A;source: ;
nobilísimamente=cat: R;source: ;
noble=cat: A,M;source: ;
noblecer=cat: VT;source: ;
noblemente=cat: R;source: ;
nobleza=cat: F;source: ;
noblote, ta=cat: A;source: ;
nobuk=cat: M;source: ;
noca=cat: F;source: ;
no=cat: R,LAdv;source: ;
noceda=cat: F;source: ;
nocedal=cat: M;source: ;
nocente=cat: A;source: ;
nocharniego, ga=cat: A;source: ;
Nochebuena=cat: F;source: ;
nochebueno=cat: M;source: ;
noche=cat: F,LAdv;source: ;
nochecita=cat: F;source: ;
nocherniego, ga=cat: A;source: ;
nochero, ra=cat: A,MF;source: ;
Nochevieja=cat: F;source: ;
nochizo=cat: M;source: ;
nocible=cat: A;source: ;
nocimiento=cat: M;source: ;
nocional=cat: A;source: ;
noción=cat: F;source: ;
nocir=cat: VT;source: ;
nocividad=cat: F;source: ;
nocivo, va=cat: A;source: ;
nocla=cat: F;source: ;
noctambular=cat: VI;source: ;
noctambulismo=cat: M;source: ;
noctámbulo, la=cat: A;source: ;
noctiluca=cat: F;source: ;
noctívago, ga=cat: A;source: ;
nocturnal=cat: A;source: ;
nocturnancia=cat: F;source: ;
nocturnidad=cat: F;source: ;
nocturnino, na=cat: A;source: ;
nocturno, na=cat: A,M;source: ;
nodación=cat: F;source: ;
nodal=cat: A;source: ;
nodátil=cat: ;source: ;
nodriza=cat: F;source: ;
nodular=cat: A;source: ;
nódulo=cat: M;source: ;
Noé=cat: ;source: ;
noema=cat: M;source: ;
noemático, ca=cat: A;source: ;
noesis=cat: F;source: ;
noético, ca=cat: A;source: ;
nogada=cat: F;source: ;
nogal=cat: A,M;source: ;
nogalina=cat: F;source: ;
noguera=cat: F;source: ;
noguerado, da=cat: A;source: ;
nogueral=cat: M;source: ;
nogueruela=cat: F;source: ;
noli=cat: M;source: ;
nolí=cat: M;source: ;
nolición=cat: F;source: ;
noli me tángere=cat: M;source: ;
nolit=cat: M;source: ;
noluntad=cat: F;source: ;
noma=cat: F;source: ;
nómada=cat: A;source: ;
nómade=cat: A;source: ;
nomadismo=cat: M;source: ;
nomás=cat: R;source: ;
nombradamente=cat: R;source: ;
nombradía=cat: F;source: ;
nombrado, da=cat: A;source: ;
nombramiento=cat: M;source: ;
nombrar=cat: VT;source: ;
nombre=cat: M;source: ;
nome=cat: M;source: ;
nomenclador=cat: M;source: ;
nomenclátor=cat: M;source: ;
nomenclatura=cat: F;source: ;
nomenclatural=cat: A;source: ;
nomeolvides=cat: F;source: ;
-nomía=cat: ;source: ;
nómico, ca=cat: A;source: ;
nómina=cat: F;source: ;
nominación=cat: F;source: ;
nominador, ra=cat: A;source: ;
nominal=cat: A;source: ;
nominalismo=cat: M;source: ;
nominalista=cat: A;source: ;
nominalización=cat: F;source: ;
nominalizar=cat: VT;source: ;
nominalmente=cat: R;source: ;
nominar=cat: VT;source: ;
nominátim=cat: R;source: ;
nominativo, va=cat: A,M;source: ;
nominilla=cat: F;source: ;
nómino=cat: M;source: ;
nomo=cat: M;source: ;
nomografía=cat: F;source: ;
nomograma=cat: M;source: ;
nomon=cat: M;source: ;
nomónico, ca=cat: A,F;source: ;
nomparell=cat: M;source: ;
nonada=cat: P,F;source: ;
nonagenario, ria=cat: A;source: ;
nonagésimo, ma=cat: A,M;source: ;
nonagonal=cat: A;source: ;
nonágono, na=cat: A;source: ;
nonato, ta=cat: A;source: ;
non bis in ídem=cat: M;source: ;
noneco, ca=cat: A;source: ;
nones=cat: R;source: ;
noningentésimo, ma=cat: A;source: ;
nonio=cat: M;source: ;
nonius=cat: M;source: ;
nono, na=cat: A,F;source: ;
non plus ultra=cat: M;source: ;
non sancta=cat: ;source: ;
noosfera=cat: F;source: ;
noósfera=cat: F;source: ;
nopal=cat: M;source: ;
nopaleda=cat: F;source: ;
nopalera=cat: F;source: ;
nopalito=cat: M;source: ;
noquear=cat: VT;source: ;
noque=cat: M;source: ;
noquero=cat: M;source: ;
norabuena=cat: R,F;source: ;
noradrenalina=cat: F;source: ;
nora en tal=cat: LAdv;source: ;
noramala=cat: R;source: ;
nora tal=cat: LAdv;source: ;
noray=cat: M;source: ;
nor-=cat: ;source: ;
norcoreano, na=cat: A;source: ;
nord-=cat: ;source: ;
nordestal=cat: A;source: ;
nordestear=cat: VI;source: ;
nordeste=cat: M;source: ;
nórdico, ca=cat: A,M;source: ;
nordista=cat: A;source: ;
norepinefrina=cat: F;source: ;
noreste=cat: M;source: ;
noria=cat: F;source: ;
norial=cat: A;source: ;
norirlandés, sa=cat: A;source: ;
norma=cat: F;source: ;
normal=cat: A,F;source: ;
normalidad=cat: F;source: ;
normalista=cat: A;source: ;
normalización=cat: F;source: ;
normalizar=cat: VT;source: ;
normalmente=cat: R;source: ;
normando, da=cat: A;source: ;
normano, na=cat: A;source: ;
normar=cat: VT;source: ;
normativización=cat: F;source: ;
normativizado, da=cat: A;source: ;
normativizar=cat: VT;source: ;
normativo, va=cat: A,F;source: ;
normotenso, sa=cat: A;source: ;
nornordeste=cat: M;source: ;
nornoroeste=cat: M;source: ;
nornorueste=cat: M;source: ;
noroestear=cat: VI;source: ;
noroeste=cat: M;source: ;
norsantandereano, na=cat: A;source: ;
nortada=cat: F;source: ;
nortazo=cat: M;source: ;
norteado, da=cat: A;source: ;
norteafricano, na=cat: A;source: ;
norteamericano, na=cat: A;source: ;
nortear=cat: VI,VT;source: ;
norte=cat: M;source: ;
norteño, ña=cat: A;source: ;
nortino=cat: A;source: ;
noruego, ga=cat: A,M;source: ;
noruestear=cat: VI;source: ;
norueste=cat: M;source: ;
nos=cat: P;source: ;
nosocomio=cat: M;source: ;
nosogenia=cat: F;source: ;
nosografía=cat: F;source: ;
nosología=cat: F;source: ;
nosológico, ca=cat: A;source: ;
nosomántica=cat: F;source: ;
nosotros, tras=cat: P,LAdv;source: ;
nostalgia=cat: F;source: ;
nostálgico, ca=cat: A;source: ;
nosticismo=cat: M;source: ;
nóstico, ca=cat: A;source: ;
nostramo, ma=cat: MF,M;source: ;
nostras=cat: A;source: ;
nota bene=cat: ;source: ;
notabilidad=cat: F;source: ;
notable=cat: A,M;source: ;
notablemente=cat: R;source: ;
nota=cat: A,F;source: ;
notación=cat: F;source: ;
notar=cat: VT;source: ;
notaría=cat: F;source: ;
notariado, da=cat: A,M;source: ;
notarial=cat: A;source: ;
notariato=cat: M;source: ;
notario, ria=cat: MF,M;source: ;
noticiable=cat: A;source: ;
noticia=cat: F,LAdj;source: ;
noticiar=cat: VT;source: ;
noticiario=cat: M;source: ;
noticiero, ra=cat: A,MF,M;source: ;
notición=cat: M;source: ;
noticioso, sa=cat: A,M;source: ;
notificación=cat: F;source: ;
notificado, da=cat: A;source: ;
notificar=cat: VT;source: ;
notificativo, va=cat: A;source: ;
notocordio=cat: M;source: ;
notomía=cat: F;source: ;
notoriamente=cat: R;source: ;
notoriedad=cat: F;source: ;
notorio, ria=cat: A;source: ;
